iter	RMSE
1512	0.2143292937
1513	0.2143078219
1514	0.2142656199
1515	0.2142465817
1516	0.2141933911
1517	0.2141720526
1518	0.2141156303
1519	0.2140762533
1520	0.2140408924
1521	0.2140075505
1522	0.2139557826
1523	0.2139073266
1524	0.2139067412
1525	0.2138869368
1526	0.2138620187
1527	0.2138382939
1528	0.213819697
1529	0.2137987471
1530	0.213776522
1531	0.2137464557
1532	0.2137073104
1533	0.2136868333
1534	0.2136560355
1535	0.2136364879
1536	0.2136114526
1537	0.2135921812
1538	0.213555719
1539	0.2135271404
1540	0.2135036895
1541	0.2134746799
1542	0.213428748
1543	0.2133842594
1544	0.2133340188
1545	0.2132830334
1546	0.2132692738
1547	0.2132292318
1548	0.2131945454
1549	0.2131823102
1550	0.2131411518
1551	0.2131183431
1552	0.2130881278
1553	0.2130638577
1554	0.2130410489
1555	0.2130033792
1556	0.2129396073
1557	0.212917538
1558	0.2128838838
1559	0.2128338793
1560	0.212817086
1561	0.2127955364
1562	0.2127736249
1563	0.2127226369
1564	0.2126701201
1565	0.2126474689
1566	0.2125724474
1567	0.2125383089
1568	0.2124705378
1569	0.2124597078
1570	0.2124227033
1571	0.2124054617
1572	0.2123703596
1573	0.2123422647
1574	0.2123153399
1575	0.2123010524
1576	0.2122629968
1577	0.212247314
1578	0.212230406
1579	0.2122065058
1580	0.2121569123
1581	0.2121363274
1582	0.2121113393
1583	0.2120844138
1584	0.2120375618
1585	0.2119863992
1586	0.2119449344
1587	0.2119302169
1588	0.2118916863
1589	0.2118476195
1590	0.2118222555
1591	0.2118062525
1592	0.2117531477
1593	0.2117184783
1594	0.2116904012
1595	0.2116504794
1596	0.2116329084
1597	0.2115807435
1598	0.2115281059
1599	0.2114897519
1600	0.2114375804
1601	0.2114167774
1602	0.211387091
1603	0.211365216
1604	0.2113431964
1605	0.2113071025
1606	0.2112950558
1607	0.2112496622
1608	0.2112045934
1609	0.2111706614
1610	0.2111273937
1611	0.2110978785
1612	0.2110457204
1613	0.2109574891
1614	0.2108873811
1615	0.2108090636
1616	0.210772023
1617	0.2107259379
1618	0.2106943658
1619	0.2106884467
1620	0.2106742391
1621	0.210666507
1622	0.210639564
1623	0.210604451
1624	0.2105771834
1625	0.210534984
1626	0.2104823706
1627	0.2104481112
1628	0.2104107766
1629	0.2103672505
1630	0.2103549257
1631	0.2103263569
1632	0.2102964712
1633	0.2102753303
1634	0.2102420709
1635	0.2102133211
1636	0.2101633632
1637	0.2101424518
1638	0.2100867933
1639	0.2100673977
1640	0.2100517436
1641	0.2100308227
1642	0.209993156
1643	0.2099553808
1644	0.2099537802
1645	0.2099241856
1646	0.2098782899
1647	0.2098534562
1648	0.2098416636
1649	0.2098000292
